0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.872503369256557360e-01,-2.001890228030311081e-01,-1.201258291199999717e-01,9.359999999999999432e-01,5.999999999999999778e-01,-6.480000000000000204e-01,-1.880367768421394858e-01,-1.950007962929699024e-01,-2.334336554434560118e-01,-1.991808131947127303e-01,-1.872000000000637598e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000094686037e-01,-2.000001108483641654e-01,-2.000002254941349866e-01,2.142267119284454457e-01,9.999999890048837381e-01,9.985018363074322778e-01,-2.002060135051264567e-01,-2.000000179255784216e-01,-2.000203647684622443e-01,-2.000000352663015846e-01,-1.999999999999999556e-01
-2.000000037872577408e-01,-2.000002193094687908e-01,-2.000005589530087224e-01,9.914467658745748091e-01,9.999999999549640251e-01,8.724535878005292844e-01,-2.000000442512538390e-01,-2.000009080606520717e-01,-2.000018710526607624e-01,-2.000000339314507158e-01,-1.999999999999999556e-01
-2.000000027811017489e-01,-2.000001422412965024e-01,-2.000003360564930888e-01,9.435979658222792832e-01,9.999999982407814514e-01,9.999893690826944237e-01,-2.000000251260608264e-01,-2.000000035122419528e-01,-2.000478738280388746e-01,-2.000001249723480923e-01,-2.000000000000000666e-01
-2.000000000000000111e-01,-2.000000070056961454e-01,-2.000000038434671668e-01,9.986315582553778603e-01,1.000000000000000000e+00,9.999999999998973044e-01,-2.000000222164469987e-01,-2.000000000792011012e-01,-2.000000198130049145e-01,-2.000000056123891756e-01,-1.999999999999999556e-01
-2.000000008444249022e-01,-2.000000037922061158e-01,-2.000000036640228185e-01,2.615558687612480337e-01,1.000000000000000000e+00,2.283536088235359474e-01,-2.000000109099367984e-01,-2.000000000584213344e-01,-2.000000015791031927e-01,-2.000000004118796526e-01,-1.999999999999999556e-01
-2.000000001356757595e-01,-2.000001015095108636e-01,-2.000000123374580108e-01,9.993356824886849843e-01,9.999999956019535174e-01,4.793911327123578925e-01,-2.000074363989001458e-01,-2.000000004675810406e-01,-2.000017070709500522e-01,-2.000015670504863841e-01,-1.999999999999999556e-01
-2.000000000000686784e-01,-2.000000053199706418e-01,-2.000000108531984067e-01,9.350158401654379281e-01,9.999999982407814514e-01,9.999998282013081718e-01,-2.000000294000635337e-01,-2.000000363206865250e-01,-2.000364866165568745e-01,-2.000000305843926962e-01,-1.999999999999999556e-01
